system|sub_system|sub_sub_system|department
AUTOMATIC TRAIN WASH PLANT|Drive unit|Dosing pump Iwaki 184 Kw, 230 V, 0.8 A, 50/60 hz Max. Pressure 1 Mpa|TNMD
AUTOMATIC TRAIN WASH PLANT|Under-chassis cylinders, lifting device|LIFTING DEVICE|TNMD
AUTOMATIC TRAIN WASH PLANT|Under-chassis cylinders, lifting device|DRIVE UNIT OC-motor 0,55 kW, 400 V, 50 Hz, 1450 min-1|TNMD
AUTOMATIC TRAIN WASH PLANT|Under-chassis cylinders, lifting device|Toothed belt 8 m 50 HP-Niro|TNMD
AUTOMATIC TRAIN WASH PLANT|Lateral cylinders, bearing|LATERAL CYLINDER -Train wash unit C1000 SOA WH 4700|TNMD
AUTOMATIC TRAIN WASH PLANT|Lateral cylinders, bearing|BRUSH/TRIMMING|TNMD
AUTOMATIC TRAIN WASH PLANT|Lateral cylinders, bearing|Full brush shell 300 x 550 mm dense, over length|TNMD
AUTOMATIC TRAIN WASH PLANT|Lateral cylinders, bearing|Full brush shell 300 x 500 mm dense, over length|TNMD
AUTOMATIC TRAIN WASH PLANT|Lateral cylinders, bearing|Full brush shell 300 x 450 mm dense, over length|TNMD
AUTOMATIC TRAIN WASH PLANT|Lateral cylinders, bearing|Full brush shell 300 x 400 mm, dense|TNMD
AUTOMATIC TRAIN WASH PLANT|Lateral cylinders, bearing|DRIVE UNIT CYLINDER OC-motor 1,5 kW, 400 V, 50 Hz, 1450 min-1|TNMD
AUTOMATIC TRAIN WASH PLANT|Lateral cylinders, bearing|CYLINDER Pneumatic cylinder 100/100|TNMD
AUTOMATIC TRAIN WASH PLANT|Lateral cylinders, bearing|AIR DISTRIBUTOR COMPLETE|TNMD
AUTOMATIC TRAIN WASH PLANT|Lateral cylinders, bearing|PROXIMITY SENSOR 6 m cable, M 18 IG-3010-APKG, 10-36 V / DC, inductive break contact|TNMD
AUTOMATIC TRAIN WASH PLANT|Lateral cylinders, bearing|Pressure tube, nominal diameter 19-4,5 mm, 25 bar (piece goods)|TNMD
AUTOMATIC TRAIN WASH PLANT|Lateral cylinders, bearing|Pressure tube nominal diameter 10-3, 21 bar (piece goods)|TNMD
AUTOMATIC TRAIN WASH PLANT|Lateral cylinders, bearing|Full brush shell 300 x 550 mm dense, over length|TNMD
AUTOMATIC TRAIN WASH PLANT|Lateral cylinders, bearing|Full brush shell 300 x 500 mm dense, over length|TNMD
AUTOMATIC TRAIN WASH PLANT|Lateral cylinders, bearing|Full brush shell 300 x 450 mm dense, over length|TNMD
AUTOMATIC TRAIN WASH PLANT|Lateral cylinders, bearing|Full brush shell 300 x 400 mm, dense|TNMD
AUTOMATIC TRAIN WASH PLANT|Horizontal cylinder, bearing|HORIZONTAL CYLINDER|TNMD
AUTOMATIC TRAIN WASH PLANT|Horizontal cylinder, bearing|DRIVE UNIT CYLINDER OC-motor 1,5 kW, 400 V, 50 Hz, 1450 min-1|TNMD
AUTOMATIC TRAIN WASH PLANT|Horizontal cylinder, bearing|Lifting device complete|TNMD
AUTOMATIC TRAIN WASH PLANT|Horizontal cylinder, bearing|DRIVE UNIT LIFTING OC-motor 0,55 kW, 400 V, 50 Hz, 1450 min-1|TNMD
AUTOMATIC TRAIN WASH PLANT|Horizontal cylinder, bearing|Drum-type cable 100 left|TNMD
AUTOMATIC TRAIN WASH PLANT|Horizontal cylinder, bearing|Wire rope 4 x 6100 mm|TNMD
AUTOMATIC TRAIN WASH PLANT|Horizontal cylinder, bearing|Guide rails complete|TNMD
AUTOMATIC TRAIN WASH PLANT|Horizontal cylinder, bearing|Carriage right|TNMD
AUTOMATIC TRAIN WASH PLANT|Horizontal cylinder, bearing|Carriage left|TNMD
AUTOMATIC TRAIN WASH PLANT|Horizontal cylinder, bearing|Cable guiding castor complete|TNMD
AUTOMATIC TRAIN WASH PLANT|Horizontal cylinder, bearing|Full brush shell 300 x 500 mm dense, over length|TNMD
AUTOMATIC TRAIN WASH PLANT|Horizontal cylinder, bearing|Full brush shell 300 x 450 mm dense, over length,|TNMD
AUTOMATIC TRAIN WASH PLANT|Horizontal cylinder, bearing|Full brush shell 300 x 400 mm, dense|TNMD
